Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production","428","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","97.06","I","Valeur imputée"
"PP","Prix à la Production","428","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","94.86","I","Valeur imputée"
"PP","Prix à la Production","428","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","100.08","I","Valeur imputée"
"PP","Prix à la Production","428","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","106.78","I","Valeur imputée"
"PP","Prix à la Production","428","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","106.94","I","Valeur imputée"
"PP","Prix à la Production","422","Liban","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","111.36","I","Valeur imputée"
"PP","Prix à la Production","422","Liban","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","110.62","I","Valeur imputée"
"PP","Prix à la Production","422","Liban","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","107.88","I","Valeur imputée"
"PP","Prix à la Production","422","Liban","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","99.01","I","Valeur imputée"
"PP","Prix à la Production","422","Liban","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","90.21","I","Valeur imputée"
"PP","Prix à la Production","440","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","94.21","I","Valeur imputée"
"PP","Prix à la Production","440","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","91.87","I","Valeur imputée"
"PP","Prix à la Production","440","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","94.24","I","Valeur imputée"
"PP","Prix à la Production","440","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","95.45","I","Valeur imputée"
"PP","Prix à la Production","440","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","92.9","I","Valeur imputée"
"PP","Prix à la Production","442","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","92.32","I","Valeur imputée"
"PP","Prix à la Production","442","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","95.96","I","Valeur imputée"
"PP","Prix à la Production","442","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","90.71","I","Valeur imputée"
"PP","Prix à la Production","442","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","88.07","I","Valeur imputée"
"PP","Prix à la Production","442","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","88.47","I","Valeur imputée"
"PP","Prix à la Production","807","Macédoine du Nord","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","106.06","I","Valeur imputée"
"PP","Prix à la Production","807","Macédoine du Nord","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","136.53","I","Valeur imputée"
"PP","Prix à la Production","807","Macédoine du Nord","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","128.84","I","Valeur imputée"
"PP","Prix à la Production","807","Macédoine du Nord","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","138.73","I","Valeur imputée"
"PP","Prix à la Production","807","Macédoine du Nord","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","173.35","I","Valeur imputée"
"PP","Prix à la Production","450","Madagascar","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","95.96","I","Valeur imputée"
"PP","Prix à la Production","450","Madagascar","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","111.85","I","Valeur imputée"
"PP","Prix à la Production","450","Madagascar","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","112.22","I","Valeur imputée"
"PP","Prix à la Production","450","Madagascar","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","126.94","I","Valeur imputée"
"PP","Prix à la Production","450","Madagascar","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","135.83","I","Valeur imputée"
"PP","Prix à la Production","458","Malaisie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","103.96","I","Valeur imputée"
"PP","Prix à la Production","458","Malaisie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","106.93","I","Valeur imputée"
"PP","Prix à la Production","458","Malaisie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","104.95","I","Valeur imputée"
"PP","Prix à la Production","458","Malaisie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","88.89","I","Valeur imputée"
"PP","Prix à la Production","458","Malaisie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","99.01","I","Valeur imputée"
"PP","Prix à la Production","454","Malawi","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","113.31","I","Valeur imputée"
"PP","Prix à la Production","454","Malawi","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","126.02","I","Valeur imputée"
"PP","Prix à la Production","454","Malawi","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","136.47","I","Valeur imputée"
"PP","Prix à la Production","454","Malawi","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","153.56","I","Valeur imputée"
"PP","Prix à la Production","454","Malawi","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","168.63","I","Valeur imputée"
"PP","Prix à la Production","466","Mali","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","95.55","I","Valeur imputée"
"PP","Prix à la Production","466","Mali","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","99.74","I","Valeur imputée"
"PP","Prix à la Production","466","Mali","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","106.18","I","Valeur imputée"
"PP","Prix à la Production","466","Mali","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","105.61","I","Valeur imputée"
"PP","Prix à la Production","466","Mali","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","106.96","I","Valeur imputée"
"PP","Prix à la Production","470","Malte","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","98.53","I","Valeur imputée"
"PP","Prix à la Production","470","Malte","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","97.56","I","Valeur imputée"
"PP","Prix à la Production","470","Malte","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","98.4","I","Valeur imputée"
"PP","Prix à la Production","470","Malte","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","97.96","I","Valeur imputée"
"PP","Prix à la Production","470","Malte","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","96.96","I","Valeur imputée"
"PP","Prix à la Production","504","Maroc","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","101.5","I","Valeur imputée"
"PP","Prix à la Production","504","Maroc","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","98.21","I","Valeur imputée"
"PP","Prix à la Production","504","Maroc","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","100.23","I","Valeur imputée"
"PP","Prix à la Production","504","Maroc","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","109.05","I","Valeur imputée"
"PP","Prix à la Production","504","Maroc","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","115.06","I","Valeur imputée"
"PP","Prix à la Production","480","Maurice","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","103.17","I","Valeur imputée"
"PP","Prix à la Production","480","Maurice","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","104.34","I","Valeur imputée"
"PP","Prix à la Production","480","Maurice","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","106.59","I","Valeur imputée"
"PP","Prix à la Production","480","Maurice","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","108.87","I","Valeur imputée"
"PP","Prix à la Production","480","Maurice","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","111.14","I","Valeur imputée"
"PP","Prix à la Production","484","Mexique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","100.29","I","Valeur imputée"
"PP","Prix à la Production","484","Mexique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","104.24","I","Valeur imputée"
"PP","Prix à la Production","484","Mexique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","107.89","I","Valeur imputée"
"PP","Prix à la Production","484","Mexique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","108.74","I","Valeur imputée"
"PP","Prix à la Production","484","Mexique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","115.9","I","Valeur imputée"
"PP","Prix à la Production","496","Mongolie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","80.95","I","Valeur imputée"
"PP","Prix à la Production","496","Mongolie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","71.93","I","Valeur imputée"
"PP","Prix à la Production","496","Mongolie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","82.61","I","Valeur imputée"
"PP","Prix à la Production","496","Mongolie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","80.28","I","Valeur imputée"
"PP","Prix à la Production","496","Mongolie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","77.95","I","Valeur imputée"
"PP","Prix à la Production","508","Mozambique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","110.31","I","Valeur imputée"
"PP","Prix à la Production","508","Mozambique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","106.09","I","Valeur imputée"
"PP","Prix à la Production","508","Mozambique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","103.9","I","Valeur imputée"
"PP","Prix à la Production","508","Mozambique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","158.79","I","Valeur imputée"
"PP","Prix à la Production","508","Mozambique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","161.33","I","Valeur imputée"
"PP","Prix à la Production","104","Myanmar","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","95.21","I","Valeur imputée"
"PP","Prix à la Production","104","Myanmar","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","90.84","I","Valeur imputée"
"PP","Prix à la Production","104","Myanmar","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","100.76","I","Valeur imputée"
"PP","Prix à la Production","104","Myanmar","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","106.16","I","Valeur imputée"
"PP","Prix à la Production","104","Myanmar","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","100.05","I","Valeur imputée"
"PP","Prix à la Production","516","Namibie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","91.47","I","Valeur imputée"
"PP","Prix à la Production","516","Namibie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","112.76","I","Valeur imputée"
"PP","Prix à la Production","516","Namibie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","124.89","I","Valeur imputée"
"PP","Prix à la Production","516","Namibie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","104.66","I","Valeur imputée"
"PP","Prix à la Production","516","Namibie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","84.44","I","Valeur imputée"
"PP","Prix à la Production","524","Népal","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","104.25","I","Valeur imputée"
"PP","Prix à la Production","524","Népal","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","104.31","I","Valeur imputée"
"PP","Prix à la Production","524","Népal","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","90.15","I","Valeur imputée"
"PP","Prix à la Production","524","Népal","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","115.47","I","Valeur imputée"
"PP","Prix à la Production","524","Népal","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","118.47","I","Valeur imputée"
"PP","Prix à la Production","558","Nicaragua","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","96.09","I","Valeur imputée"
"PP","Prix à la Production","558","Nicaragua","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","94.53","I","Valeur imputée"
"PP","Prix à la Production","558","Nicaragua","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","96.53","I","Valeur imputée"
"PP","Prix à la Production","558","Nicaragua","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","94.4","I","Valeur imputée"
"PP","Prix à la Production","558","Nicaragua","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","95.6","I","Valeur imputée"
"PP","Prix à la Production","562","Niger","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","95.94","I","Valeur imputée"
"PP","Prix à la Production","562","Niger","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","98.49","I","Valeur imputée"
"PP","Prix à la Production","562","Niger","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","106.56","I","Valeur imputée"
"PP","Prix à la Production","562","Niger","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","107.41","I","Valeur imputée"
"PP","Prix à la Production","562","Niger","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","109.78","I","Valeur imputée"
"PP","Prix à la Production","566","Nigéria","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","81.92","I","Valeur imputée"
"PP","Prix à la Production","566","Nigéria","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","73.06","I","Valeur imputée"
"PP","Prix à la Production","566","Nigéria","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","76.92","I","Valeur imputée"
"PP","Prix à la Production","566","Nigéria","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","85.05","I","Valeur imputée"
"PP","Prix à la Production","566","Nigéria","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","93.18","I","Valeur imputée"
"PP","Prix à la Production","578","Norvège","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","101.51","I","Valeur imputée"
"PP","Prix à la Production","578","Norvège","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","96.44","I","Valeur imputée"
"PP","Prix à la Production","578","Norvège","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","98.23","I","Valeur imputée"
"PP","Prix à la Production","578","Norvège","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","95.22","I","Valeur imputée"
"PP","Prix à la Production","578","Norvège","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","93.36","I","Valeur imputée"
"PP","Prix à la Production","540","Nouvelle-Calédonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","100.54","I","Valeur imputée"
"PP","Prix à la Production","540","Nouvelle-Calédonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","94.69","I","Valeur imputée"
"PP","Prix à la Production","540","Nouvelle-Calédonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","99.11","I","Valeur imputée"
"PP","Prix à la Production","540","Nouvelle-Calédonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","111.75","I","Valeur imputée"
"PP","Prix à la Production","540","Nouvelle-Calédonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","104.9","I","Valeur imputée"
"PP","Prix à la Production","554","Nouvelle-Zélande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","99.76","I","Valeur imputée"
"PP","Prix à la Production","554","Nouvelle-Zélande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","96.42","I","Valeur imputée"
"PP","Prix à la Production","554","Nouvelle-Zélande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","95.22","I","Valeur imputée"
"PP","Prix à la Production","554","Nouvelle-Zélande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","95.95","I","Valeur imputée"
"PP","Prix à la Production","554","Nouvelle-Zélande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","96.82","I","Valeur imputée"
"PP","Prix à la Production","586","Pakistan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","104.62","I","Valeur imputée"
"PP","Prix à la Production","586","Pakistan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","110.49","I","Valeur imputée"
"PP","Prix à la Production","586","Pakistan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","116.94","I","Valeur imputée"
"PP","Prix à la Production","586","Pakistan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","93.82","I","Valeur imputée"
"PP","Prix à la Production","586","Pakistan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","86.59","I","Valeur imputée"
"PP","Prix à la Production","275","Palestine","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","90.69","I","Valeur imputée"
"PP","Prix à la Production","275","Palestine","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","90.15","I","Valeur imputée"
"PP","Prix à la Production","275","Palestine","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","89.94","I","Valeur imputée"
"PP","Prix à la Production","275","Palestine","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","93.54","I","Valeur imputée"
"PP","Prix à la Production","275","Palestine","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","83.97","I","Valeur imputée"
"PP","Prix à la Production","591","Panama","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","102.3","I","Valeur imputée"
